domain,is_state_of_interest,place,county,state,country,type,multi_state,district,Source
port-orange.org,1,port orange,,florida,USA,Local,,,GSA
portagemi.gov,1,Portage,,Michigan,USA,Local,,,CISA
porterco.org,1,,porter county,Indiana,USA,County,,,GSA
portland.gov,1,Portland,,Oregon,USA,Local,,,CISA
portlandmaine.gov,1,Portland,,Maine,USA,Local,,,CISA
portlandoregon.gov,1,Portland,,Oregon,USA,Local,,,CISA
portman.senate.gov,0,,,Ohio,,sen,,,Manual Review
portsmouthva.gov,1,Portsmouth,,Virginia,USA,Local,,,CISA
pottcounty.org,1,,pottawatomie county,Kansas,USA,County,,,GSA
ppines.com,1,pembroke pines,,florida,USA,Local,,,GSA
prescott-az.gov,1,Prescott,,Arizona,USA,Local,,,CISA
prescottvalley-az.gov,1,Prescott Valley,,Arizona,USA,Local,,,CISA
price.house.gov,1,,,North Carolina,,rep,,4,Manual Review
princegeorgecountyva.gov,1,,prince county,Virginia,USA,County,,,CISA
princegeorgescountymd.gov,0,,prince george's county,Maryland,USA,County,,,CISA
providenceri.gov,1,Providence,,Rhode Island,USA,Local,,,CISA
prowerscounty.net,1,,prowers county,Colorado,USA,County,,,GSA
queencreekaz.gov,1,Queen Creek,,Arizona,USA,Local,,,CISA
quigley.house.gov,1,,,Illinois,,rep,,5,Manual Review
raleighnc.gov,1,Raleigh,,North Carolina,USA,Local,,,CISA
ramseycounty.us,1,,Ramsey County,Minnesota,USA,County,,,Manual Review
randallcounty.gov,1,,randall county,Texas,USA,County,,,CISA
randolphcounty.us,1,,Randolph County,North Carolina,USA,County,,,Manual Review
randolphcountync.gov,1,,randolph county,North Carolina,USA,County,,,CISA
raphotownship.com,1,rapho township,,pennsylvania,USA,Local,,,GSA
raymondvilletx.us,1,Raymondville,,Texas,USA,Local,,,Manual Review
red-wing.org,1,red wing,,minnesota,USA,Local,,,GSA
redistricting.state.pa.us,1,,,Pennsylvania,USA,State,,,Manual Review
registertovoteflorida.gov,1,,,Florida,USA,State,,,CISA
renogov.org,1,,reno county,Kansas,USA,County,,,GSA
rensco.com,1,,rensselaer county,New York,USA,County,,,GSA
revere.org,0,revere,,massachusetts,USA,Local,,,GSA
rfcity.org,1,river falls,,wisconsin,USA,Local,,,GSA
ri.gov,1,,,Rhode Island,USA,State,,,CISA
richmondhill-ga.gov,1,Richmond Hill,,Georgia,USA,Local,,,CISA
richmondnc.com,1,richmond,,north carolina,USA,Local,,,GSA
richmondri.com,1,richmond,,rhode island,USA,Local,,,GSA
ridgecrest-ca.gov,1,Ridgecrest,,California,USA,Local,,,CISA
rigov.org,1,rock island,,illinois,USA,Local,,,GSA
rilegislature.gov,1,,,Rhode Island,USA,State,,,CISA
rileycountyks.gov,1,,riley county,Kansas,USA,County,,,CISA
riversideca.gov,1,Riverside,,California,USA,Local,,,CISA
robinkelly.house.gov,1,,,Illinois,,rep,,2,Manual Review
rochestermn.gov,1,Rochester,,Minnesota,USA,Local,,,CISA
rockdalecountyga.gov,1,,rockdale county,Georgia,USA,County,,,CISA
rockfordil.gov,1,Rockford,,Illinois,USA,Local,,,CISA
rockinghamcountync.gov,1,,rockingham county,North Carolina,USA,County,,,CISA
rockinghamcountyva.gov,1,,rockingham county,Virginia,USA,County,,,CISA
rockislandcounty.org,1,,rock island county,Illinois,USA,County,,,GSA
rocklandgov.com,1,,rockland county,New York,USA,County,,,GSA
rodneydavis.house.gov,1,,,Illinois,,rep,,13,Manual Review
romeoville.org,1,romeoville,,illinois,USA,Local,,,GSA
romi.gov,1,Royal Oak,,Michigan,USA,Local,,,CISA
rooseveltcounty.com,1,,roosevelt county,New Mexico,USA,County,,,GSA
rosemountmn.gov,1,Rosemount,,Minnesota,USA,Local,,,CISA
rosenet.org,0,borough of madison,,new jersey,USA,Local,,,GSA
ross.pa.us,1,ross township,,pennsylvania,USA,Local,,,GSA
roswell-nm.gov,1,Roswell,,New Mexico,USA,Local,,,CISA
roswellgov.com,1,roswell,,georgia,USA,Local,,,GSA
rouzer.house.gov,1,,,North Carolina,,rep,,7,Manual Review
rowancountync.gov,1,,rowan county,North Carolina,USA,County,,,CISA
roybal-allard.house.gov,1,,,California,,rep,,40,Manual Review
rpvca.gov,1,Rancho Palos Verdes,,California,USA,Local,,,CISA
rrnm.gov,1,Rio Rancho,,New Mexico,USA,Local,,,CISA
rubengallego.house.gov,1,,,Arizona,,rep,,3,Manual Review
rubio.senate.gov,1,,,Florida,,sen,,,Manual Review
ruidoso-nm.gov,1,Ruidoso,,New Mexico,USA,Local,,,CISA
ruiz.house.gov,1,,,California,,rep,,25,Manual Review
rumneynh.org,1,rumney,,new hampshire,USA,Local,,,GSA
rush.house.gov,1,,,Illinois,,rep,,1,Manual Review
rutherford.house.gov,1,,,Florida,,rep,,5,Manual Review
rutherfordcountync.gov,1,,rutherford county,North Carolina,USA,County,,,CISA
sacomaine.org,1,saco,,maine,USA,Local,,,GSA
saginawcounty.com,1,,saginaw county,Michigan,USA,County,,,GSA
sahuaritaaz.gov,1,Sahuarita,,Arizona,USA,Local,,,CISA
saline.org,1,,saline county,Kansas,USA,County,,,GSA
sanantonio.gov,1,San Antonio,,Texas,USA,Local,,,CISA
sandiegocounty.gov,1,,san diego county,California,USA,County,,,CISA
sandimasca.gov,1,San Dimas,,California,USA,Local,,,CISA
sandovalcountynm.gov,1,,sandoval county,New Mexico,USA,County,,,CISA
sandown.us,1,sandown,,new hampshire,USA,Local,,,GSA
sandyspringsga.gov,1,Sandy Springs,,Georgia,USA,Local,,,CISA
sanfordmaine.org,1,sanford,,maine,USA,Local,,,GSA
sanjoseca.gov,1,San Jose,,California,USA,Local,,,CISA
sanjuanco.com,1,,san juan county,Washington,USA,County,,,GSA
sanmarcostx.gov,1,San Marcos,,Texas,USA,Local,,,CISA
sanmiguelcountyco.gov,1,,san miguel county,Colorado,USA,County,,,CISA
santabarbaraca.gov,1,Santa Barbara,,California,USA,Local,,,CISA
santaclaraca.gov,1,Santa Clara,,California,USA,Local,,,CISA
santacruzcountyaz.gov,1,,santa cruz county,Arizona,USA,County,,,CISA
santafecountynm.gov,1,,santa fe county,New Mexico,USA,County,,,CISA
santamonica.gov,1,Santa Monica,,California,USA,Local,,,CISA
sarasotafl.gov,1,Sarasota,,Florida,USA,Local,,,CISA
sarasotavotes.gov,1,,sarasota county,Florida,USA,County,,,CISA
saratogacountyny.gov,1,,saratoga county,New York,USA,County,,,CISA
sarpy.gov,1,,sarpy county,Nebraska,USA,County,,,CISA
saunderscounty.ne.gov,1,,Saunders County,Nebraska,USA,County,,,Manual Review
sausalito.gov,1,Sausalito,,California,USA,Local,,,CISA
sawyercountygov.org,1,,sawyer county,Wisconsin,USA,County,,,GSA
sbcounty.gov,1,,san bernardino county,California,USA,County,,,CISA
sbcvote.us,1,,Santa Barbara County,California,USA,County,,,Manual Review
sccwi.gov,1,,st. croix county,Wisconsin,USA,County,,,CISA
schakowsky.house.gov,1,,,Illinois,,rep,,9,Manual Review
schneider.house.gov,1,,,Illinois,,rep,,10,Manual Review
schohariecounty-ny.gov,1,,schoharie county,New York,USA,County,,,CISA
schuylercounty.us,1,,Schuyler County,New York,USA,County,,,Manual Review
schweikert.house.gov,1,,,Arizona,,rep,,1,Manual Review
scituateri.gov,1,Scituate,,Rhode Island,USA,Local,,,CISA
scnylegislature.us,1,,Sullivan County,New York,USA,County,,,Manual Review
scotlandcounty.org,1,,scotland county,North Carolina,USA,County,,,GSA
scottcountyiowa.gov,0,,scott county,Iowa,USA,County,,,CISA
scottcountymn.gov,1,,scott county,Minnesota,USA,County,,,CISA
scottsdaleaz.gov,1,Scottsdale,,Arizona,USA,Local,,,CISA
scstatehouse.gov,0,,,South Carolina,USA,State,,,CISA
scvotes.gov,0,,,South Carolina,USA,State,,,CISA
sdsos.gov,0,,,South Dakota,USA,State,,,CISA
seanmaloney.house.gov,1,,,New York,,rep,,18,Manual Review
seattle.gov,1,Seattle,,Washington,USA,Local,,,CISA
sec.state.ma.us,0,,,Massachusetts,USA,State,,,Manual Review
secure.sos.state.or.us,1,,,Oregon,USA,State,,,Manual Review
sedgwickcounty.org,1,,sedgwick county,Kansas,USA,County,,,GSA
servicearizona.com,1,,,Arizona,USA,State,,,GSA
sewardcountyks.org,1,,seward county,Kansas,USA,County,,,GSA
shafter.com,1,shafter,,california,USA,Local,,,GSA
shakopeemn.gov,1,Shakopee,,Minnesota,USA,Local,,,CISA
shaler.org,1,shaler township,,pennsylvania,USA,Local,,,GSA
sheboygancounty.com,1,,sheboygan county,Wisconsin,USA,County,,,GSA
sheboyganwi.gov,1,Sheboygan,,Wisconsin,USA,Local,,,CISA
shelbycountytn.gov,0,,shelby county,Tennessee,USA,County,,,CISA
shenandoahcountyva.us,1,,shenandoah county,Virginia,USA,County,,,GSA
sherman.house.gov,1,,,California,,rep,,32,Manual Review
sherwoodoregon.gov,1,Sherwood,,Oregon,USA,Local,,,CISA
shiawassee.net,1,shiawassee,,michigan,USA,Local,,,GSA
shorelinewa.gov,1,Shoreline,,Washington,USA,Local,,,CISA
shoreviewmn.gov,1,Shoreview,,Minnesota,USA,Local,,,CISA
shrewsburyma.gov,0,Shrewsbury,,Massachusetts,USA,Local,,,CISA
sibfl.net,1,sunny isles beach,,florida,USA,Local,,,GSA
silverton.or.us,1,silverton,,oregon,USA,Local,,,GSA
sjaz.us,1,st. johns,,arizona,USA,Local,,,GSA
sjcounty.net,1,,san juan county,New Mexico,USA,County,,,GSA
sjgov.org,1,,san joaquin county,California,USA,County,,,GSA
skagitcounty.net,1,,skagit county,Washington,USA,County,,,GSA
slocity.org,1,san luis obispo,,california,USA,Local,,,GSA
slocounty.ca.gov,1,,San Luis Obispo County,California,USA,County,,,Manual Review
slotkin.house.gov,1,,,Michigan,,rep,,7,Manual Review
smithfieldri.com,1,smithfield,,rhode island,USA,Local,,,GSA
smucker.house.gov,1,,,Pennsylvania,,rep,,11,Manual Review
snco.us,1,,shawnee county,Kansas,USA,County,,,GSA
snohomishcountywa.gov,1,,snohomish county,Washington,USA,County,,,CISA
snoqualmiewa.gov,1,Snoqualmie,,Washington,USA,Local,,,CISA
snowflakeaz.gov,1,Snowflake,,Arizona,USA,Local,,,CISA
socorronm.gov,1,Socorro,,New Mexico,USA,Local,,,CISA
soe.dos.state.fl.us,1,,,Florida,USA,State,,,Manual Review
somervillema.gov,0,Somerville,,Massachusetts,USA,Local,,,CISA
sonomacounty.ca.gov,1,,Sonoma County,California,USA,County,,,Manual Review
sos.alabama.gov,0,,,Alabama,USA,State,,,CISA
sos.arkansas.gov,0,,,Arkansas,USA,State,,,CISA
sos.state.nm.us,1,,,New Mexico,USA,State,,,Manual Review
sos.state.oh.us,0,,,Ohio,USA,State,,,Manual Review
sos.state.tx.us,1,,,Texas,USA,State,,,Manual Review
sos.vermont.gov,0,,,Vermont,USA,State,,,CISA
sos.wyo.gov,0,,,Wyoming,USA,State,,,CISA
sosmt.gov,0,,,Montana,USA,State,,,CISA
soto.house.gov,1,,,Florida,,rep,,9,Manual Review
southbury-ct.org,0,southbury,,connecticut,USA,Local,,,GSA
southkingstownri.com,1,south kingstown,,rhode island,USA,Local,,,GSA
southmilwaukee.gov,1,South Milwaukee,,Wisconsin,USA,Local,,,CISA
southpasadenaca.gov,1,South Pasadena,,California,USA,Local,,,CISA
southstpaul.org,1,south st. paul,,minnesota,USA,Local,,,GSA
spokanecounty.org,1,,spokane county,Washington,USA,County,,,GSA
springdalewi.gov,1,Mt Horeb,,Wisconsin,USA,Local,,,CISA
springfieldmontco.org,1,springfield township,,pennsylvania,USA,Local,,,GSA
stamfordct.gov,0,Stamford,,Connecticut,USA,Local,,,CISA
standish.org,1,standish,,maine,USA,Local,,,GSA
stansbury.house.gov,1,,,New Mexico,,rep,,1,Manual Review
state.co.us,1,,,Colorado,USA,State,,,GSA
state.mn.us,1,,,Minnesota,USA,State,,,GSA
state.nj.us,0,,,New Jersey,USA,State,,,GSA
staytonoregon.gov,1,Stayton,,Oregon,USA,Local,,,CISA
stearnscountymn.gov,1,,stearns county,Minnesota,USA,County,,,CISA
steelecountymn.gov,1,,steele county,Minnesota,USA,County,,,CISA
steil.house.gov,1,,,Wisconsin,,rep,,1,Manual Review
stephensoncountyil.gov,1,,stephenson county,Illinois,USA,County,,,CISA
steube.house.gov,1,,,Florida,,rep,,17,Manual Review
steubencountyny.gov,1,,steuben county,New York,USA,County,,,CISA
stevenspoint.com,1,stevens point,,wisconsin,USA,Local,,,GSA
stillwatertownshipmn.gov,1,Stillwater Township,,Minnesota,USA,Local,,,CISA
stjosephcountymi.org,1,,st joseph county,Michigan,USA,County,,,GSA
stlouis-mo.gov,0,St. Louis,,Missouri,USA,Local,,,CISA
stlouispark.org,1,st. louis park,,minnesota,USA,Local,,,GSA
stocktonca.gov,1,Stockton,,California,USA,Local,,,CISA
stonemountaincity.org,1,stone mountain,,georgia,USA,Local,,,GSA
stonington-ct.gov,0,Stonington,,Connecticut,USA,Local,,,CISA
storycountyiowa.gov,0,,story county,Iowa,USA,County,,,CISA
stpaul.gov,1,Saint Paul,,Minnesota,USA,Local,,,CISA
stpete.org,1,st. petersburg,,florida,USA,Local,,,GSA
stpetebeach.org,1,st. pete beach,,florida,USA,Local,,,GSA
strathamnh.gov,1,Stratham,,New Hampshire,USA,Local,,,CISA
streamwood.org,1,streamwood,,illinois,USA,Local,,,GSA
suffolkva.us,1,suffolk,,virginia,USA,Local,,,GSA
sugarlandtx.gov,1,Sugar Land,,Texas,USA,Local,,,CISA
sullivancountypa.gov,1,,sullivan county,Pennsylvania,USA,County,,,CISA
sullivanny.us,1,,Sullivan County,New York,USA,County,,,Manual Review
summitcountyco.gov,1,,summit county,Colorado,USA,County,,,CISA
summittwp.com,1,summit township,,michigan,USA,Local,,,GSA
summitvillage.org,1,summit,,wisconsin,USA,Local,,,GSA
sunrisefl.gov,1,Sunrise,,Florida,USA,Local,,,CISA
suozzi.house.gov,1,,,New York,,rep,,3,Manual Review
surpriseaz.gov,1,Surprise,,Arizona,USA,Local,,,CISA
surrycountyva.gov,1,,surry county,Virginia,USA,County,,,CISA
susielee.house.gov,1,,,Nevada,,rep,,3,Manual Review
sussex.nj.us,0,,sussex county,New Jersey,USA,County,,,GSA
sussexcountyva.gov,1,,sussex county,Virginia,USA,County,,,CISA
sweethomeor.gov,1,Sweet Home,,Oregon,USA,Local,,,CISA
swfwmd.state.fl.us,1,,,Florida,USA,State,,,Manual Review
swissvaleborough.com,1,swissvale borough,,pennsylvania,USA,Local,,,GSA
syrgov.net,1,syracuse,,new york,USA,Local,,,GSA
tempe.gov,1,Tempe,,Arizona,USA,Local,,,CISA
tetonwyo.org,0,,teton county,Wyoming,USA,County,,,GSA
texas.gov,1,,,Texas,USA,State,,,CISA
texasattorneygeneral.gov,1,,,Texas,USA,State,,,CISA
thomascountyboc.org,1,,thomas county,Georgia,USA,County,,,GSA
thompson.house.gov,1,,,Pennsylvania,,rep,,15,Manual Review
thomson-mcduffie.gov,1,,mcduffie county,Georgia,USA,County,,,CISA
thurstoncountywa.gov,1,,thurston county,Washington,USA,County,,,CISA
tigard-or.gov,1,Tigard,,Oregon,USA,Local,,,CISA
tinleypark.org,1,tinley park,,illinois,USA,Local,,,GSA
tippecanoe.in.gov,1,,Tippecanoe County,Indiana,USA,County,,,Manual Review
titus.house.gov,1,,,Nevada,,rep,,1,Manual Review
tn.gov,0,,,Tennessee,USA,State,,,CISA
toledo.oh.gov,0,Toledo,,Ohio,USA,Local,,,Manual Review
tomahwi.gov,1,Tomah,,Wisconsin,USA,Local,,,CISA
tompkinscountyny.gov,1,,tompkins county,New York,USA,County,,,CISA
tonko.house.gov,1,,,New York,,rep,,20,Manual Review
toombscountyga.gov,1,,toombs county,Georgia,USA,County,,,CISA
topsfield-ma.gov,0,Topsfield,,Massachusetts,USA,Local,,,CISA
topshammaine.com,1,topsham,,maine,USA,Local,,,GSA
torranceca.gov,1,Torrance,,California,USA,Local,,,CISA
towerlakes-il.gov,1,Tower Lakes,,Illinois,USA,Local,,,CISA
town.billerica.ma.us,0,Billerica,,Massachusetts,USA,Local,,,Manual Review
town.canton.ma.us,0,Canton,,Massachusetts,USA,Local,,,Manual Review
town.rye.nh.us,1,rye,,new hampshire,USA,Local,,,GSA
townhall.westwood.ma.us,0,Westwood,,Massachusetts,USA,Local,,,Manual Review
townofbelleair.com,1,belleair,,florida,USA,Local,,,GSA
townofbeloitwi.gov,1,Beloit,,Wisconsin,USA,Local,,,CISA
townofbrookfield.com,1,brookfield,,wisconsin,USA,Local,,,GSA
townofbuchanan.org,1,buchanan,,wisconsin,USA,Local,,,GSA
townofcary.org,1,cary,,north carolina,USA,Local,,,GSA
townofchelmsford.us,0,chelmsford,,massachusetts,USA,Local,,,GSA
townofeagle.org,1,eagle,,colorado,USA,Local,,,GSA
townoffoster.com,1,foster,,rhode island,USA,Local,,,GSA
townofhudson.org,0,hudson,,massachusetts,USA,Local,,,GSA
townofhull.us,1,Hull,,Wisconsin,USA,Local,,,Manual Review
townofjohnstonri.com,1,johnston,,rhode island,USA,Local,,,GSA
townoflyndon.com,1,lyndon,,wisconsin,USA,Local,,,GSA
townofmontville.org,0,montville,,connecticut,USA,Local,,,GSA
townofnorridgewock.com,1,norridgewock,,maine,USA,Local,,,GSA
townofnorwichny.gov,1,Norwich,,New York,USA,Local,,,CISA
townofpalmbeach.com,1,palm beach,,florida,USA,Local,,,GSA
townofpolk-wi.gov,1,Slinger,,Wisconsin,USA,Local,,,CISA
townofsilvercity.org,1,silver city,,new mexico,USA,Local,,,GSA
townofsunprairie.info,1,sun prairie,,wisconsin,USA,Local,,,GSA
townofwappingerny.gov,1,Wappingers Falls,,New York,USA,Local,,,CISA
townofwarren-ri.gov,1,Warren,,Rhode Island,USA,Local,,,CISA
townofwellington.com,1,wellington,,colorado,USA,Local,,,GSA
townofwestpoint.us,1,west point,,wisconsin,USA,Local,,,GSA
townofwestport.org,1,westport,,wisconsin,USA,Local,,,GSA
township.empire.mn.us,1,empire township,,minnesota,USA,Local,,,GSA
townshipofconcord.com,1,concord township,,pennsylvania,USA,Local,,,GSA
townwilson.com,1,wilson,,wisconsin,USA,Local,,,GSA
traviscountytx.gov,1,,travis county,Texas,USA,County,,,CISA
trentonnj.org,0,trenton,,new jersey,USA,Local,,,GSA
troupcountyga.gov,1,,troup county,Georgia,USA,County,,,CISA
tualatinoregon.gov,1,Tualatin,,Oregon,USA,Local,,,CISA
tuckerga.gov,1,Tucker,,Georgia,USA,Local,,,CISA
tucsonaz.gov,1,Tucson,,Arizona,USA,Local,,,CISA
tuolumnecounty.ca.gov,1,,Tuolumne County,California,USA,County,,,Manual Review
twpusc.org,1,upper st. clair township,,pennsylvania,USA,Local,,,GSA
txdot.gov,1,,,Texas,USA,State,,,CISA
ulstercountyny.gov,1,,ulster county,New York,USA,County,,,CISA
union-county.org,1,,union county,Oregon,USA,County,,,GSA
unioncountyga.gov,1,,union county,Georgia,USA,County,,,CISA
uplandca.gov,1,Upland,,California,USA,Local,,,CISA
upperdublin.net,1,upper dublin township,,pennsylvania,USA,Local,,,GSA
upperuwchlan-pa.gov,1,Chester Springs,,Pennsylvania,USA,Local,,,CISA
utah.gov,0,,,Utah,USA,State,,,CISA
utahcounty.gov,0,,utah county,Utah,USA,County,,,CISA
vah.com,1,arlington heights,,illinois,USA,Local,,,GSA
valverdecounty.texas.gov,1,,Val Verde County,Texas,USA,County,,,Manual Review
vancecounty.org,1,,vance county,North Carolina,USA,County,,,GSA
vargas.house.gov,1,,,California,,rep,,52,Manual Review
vbgov.com,1,virginia beach,,virginia,USA,Local,,,GSA
veasey.house.gov,1,,,Texas,,rep,,33,Manual Review
vi.deforest.wi.us,1,deforest,,wisconsin,USA,Local,,,GSA
victorvilleca.gov,1,Victorville,,California,USA,Local,,,CISA
vilascountywi.gov,1,,vilas county,Wisconsin,USA,County,,,CISA
village.grafton.wi.us,1,grafton,,wisconsin,USA,Local,,,GSA
villageofworth.com,1,worth,,illinois,USA,Local,,,GSA
vip.sos.nd.gov,0,,,North Dakota,USA,State,,,CISA
virginia.gov,1,,,Virginia,USA,State,,,CISA
virginiageneralassembly.gov,1,,,Virginia,USA,State,,,CISA
vniles.com,1,niles,,illinois,USA,Local,,,GSA
volusia.org,1,,volusia county,Florida,USA,County,,,GSA
vote.arlingtonva.gov,1,,arlington county,Virginia,USA,County,,,CISA
vote.minneapolismn.gov,1,Minneapolis,,Minnesota,USA,Local,,,CISA
vote.warrencountyohio.gov,0,,warren county,Ohio,USA,County,,,CISA
votealachua.gov,1,,alachua county,Florida,USA,County,,,CISA
votebrevard.gov,1,,brevard county,Florida,USA,County,,,CISA
votecalhounfl.gov,1,,Calhoun County,Florida,USA,County,,,CISA
votecitrus.gov,1,,citrus county,Florida,USA,County,,,CISA
voteclaycountymo.gov,0,,clay county,Missouri,USA,County,,,CISA
votedenton.gov,1,,denton county,Texas,USA,County,,,CISA
votehamiltoncountyohio.gov,0,,hamilton county,Ohio,USA,County,,,CISA
votehillsborough.gov,1,,hillsborough county,Florida,USA,County,,,CISA
voteidaho.gov,0,,,Idaho,USA,State,,,CISA
voteindianriver.gov,1,,Indian River County,Florida,USA,County,,,CISA
votelarock.us,1,,,Virginia,USA,State,,,Manual Review
votelevy.gov,1,,levy county,Florida,USA,County,,,CISA
votemarion.gov,1,,marion county,Florida,USA,County,,,CISA
voteokaloosa.gov,1,,okaloosa county,Florida,USA,County,,,CISA
voteokeechobee.gov,1,,okeechobee county,Florida,USA,County,,,CISA
voteosceola.gov,1,,osceola county,Florida,USA,County,,,CISA
votepalmbeach.gov,1,,palm beach county,Florida,USA,County,,,CISA
votepinellas.gov,1,,pinellas county,Florida,USA,County,,,CISA
voterinfo.whitecountyin.us,1,,White County,Indiana,USA,County,,,Manual Review
voterockfordil.gov,1,Rockford,,Illinois,USA,Local,,,CISA
votesjc.gov,1,,st johns county,Florida,USA,County,,,CISA
votestanlycountync.gov,1,,stanly county,North Carolina,USA,County,,,CISA
votetexas.gov,1,,,Texas,USA,State,,,CISA
votewa.gov,1,,,Washington,USA,State,,,CISA
votewalton.gov,1,,Walton County,Florida,USA,County,,,CISA
wa.gov,1,,,Washington,USA,State,,,CISA
wabasha.org,1,wabasha,,minnesota,USA,Local,,,GSA
wakeforestnc.gov,1,Wake Forest,,North Carolina,USA,Local,,,CISA
wakegov.com,1,,wake county,North Carolina,USA,County,,,GSA
walberg.house.gov,1,,,Michigan,,rep,,5,Manual Review
walkercountyga.gov,1,,walker county,Georgia,USA,County,,,CISA
walpole-ma.gov,0,Walpole,,Massachusetts,USA,Local,,,CISA
warrencountyny.gov,1,,warren county,New York,USA,County,,,CISA
warrencountypa.gov,1,,warren county,Pennsylvania,USA,County,,,CISA
warrickcounty.gov,1,,warrick county,Indiana,USA,County,,,CISA
warwickri.gov,1,Warwick,,Rhode Island,USA,Local,,,CISA
washco.utah.gov,0,,Washington County,Utah,USA,County,,,Manual Review
washcowisco.gov,1,,washington county,Wisconsin,USA,County,,,CISA
washingtonco.illinois.gov,1,,Washington County,Illinois,USA,County,,,Manual Review
washingtoncounty.in.gov,1,,Washington County,Indiana,USA,County,,,Manual Review
washingtoncountyga.gov,1,,washington county,Georgia,USA,County,,,CISA
washingtoncountyny.gov,1,,washington county,New York,USA,County,,,CISA
washingtoncountyor.gov,1,,washington county,Oregon,USA,County,,,CISA
washoecounty.gov,1,,washoe county,Nevada,USA,County,,,CISA
wataugacounty.org,1,,watauga county,North Carolina,USA,County,,,GSA
waterfordmi.gov,1,Waterford,,Michigan,USA,Local,,,CISA
watertownmi.gov,1,Grand Ledge,,Michigan,USA,Local,,,CISA
waterville-me.gov,1,Waterville,,Maine,USA,Local,,,CISA
waukeshacounty.gov,1,,waukesha county,Wisconsin,USA,County,,,CISA
waupacacounty-wi.gov,1,,waupaca county,Wisconsin,USA,County,,,CISA
wauwatosa.net,1,wauwatosa,,wisconsin,USA,Local,,,GSA
waynecounty.com,1,,wayne county,Michigan,USA,County,,,GSA
waynecountyga.us,1,,Wayne County,Georgia,USA,County,,,Manual Review
waynecountypa.gov,1,,wayne county,Pennsylvania,USA,County,,,CISA
waynegov.com,1,,wayne county,North Carolina,USA,County,,,GSA
web.co.wayne.ny.us,1,,Wayne County,New York,USA,County,,,Manual Review
web2.co.merced.ca.us,1,,Merced County,California,USA,County,,,Manual Review
webbcountytx.gov,1,,webb county,Texas,USA,County,,,CISA
weber.house.gov,1,,,Texas,,rep,,14,Manual Review
webserver.rilin.state.ri.us,1,,,Rhode Island,USA,State,,,Manual Review
weld.gov,1,,weld county,Colorado,USA,County,,,CISA
wellesleyma.gov,0,Wellesley,,Massachusetts,USA,Local,,,CISA
wellingtoncolorado.gov,1,Wellington,,Colorado,USA,Local,,,CISA
westalliswi.gov,1,West Allis,,Wisconsin,USA,Local,,,CISA
westbrookmaine.com,1,westbrook,,maine,USA,Local,,,GSA
westerlyri.gov,1,Westerly,,Rhode Island,USA,Local,,,CISA
westfordma.gov,0,Westford,,Massachusetts,USA,Local,,,CISA
westlakeland.govoffice2.com,1,west lakeland township,,minnesota,USA,Local,,,GSA
westlampeter.com,1,west lampeter township,,pennsylvania,USA,Local,,,GSA
westlinnoregon.gov,1,West Linn,,Oregon,USA,Local,,,CISA
westminster-ca.gov,1,Westminster,,California,USA,Local,,,CISA
westonfl.org,1,weston,,florida,USA,Local,,,GSA
westwarwickri.org,1,west warwick,,rhode island,USA,Local,,,GSA
wgtownri.org,1,west greenwich,,rhode island,USA,Local,,,GSA
whatcomcounty.us,1,,Whatcom County,Washington,USA,County,,,Manual Review
wheaton.il.us,1,Wheaton,,Illinois,USA,Local,,,Manual Review
whitecounty-il.gov,1,,white county,Illinois,USA,County,,,CISA
whiteside.org,1,,whiteside county,Illinois,USA,County,,,GSA
whitewater-wi.gov,1,Whitewater,,Wisconsin,USA,Local,,,CISA
whitfieldcountyga.com,1,whitfield,,georgia,USA,Local,,,GSA
whitmancounty.org,1,,whitman county,Washington,USA,County,,,GSA
wi.gov,1,,,Wisconsin,USA,State,,,CISA
wild.house.gov,1,,,Pennsylvania,,rep,,7,Manual Review
wilkescounty.net,1,,wilkes county,North Carolina,USA,County,,,GSA
willcountyclerk.gov,1,,will county,Illinois,USA,County,,,CISA
williamsburgva.gov,1,Williamsburg,,Virginia,USA,Local,,,CISA
williamsoncounty-tn.gov,0,,williamson county,Tennessee,USA,County,,,CISA
williamsoncountyil.gov,1,,williamson county,Illinois,USA,County,,,CISA
wilmette.com,1,wilmette,,illinois,USA,Local,,,GSA
wincoil.us,1,,Winnebago County,Illinois,USA,County,,,Manual Review
windhammaine.us,1,windham,,maine,USA,Local,,,GSA
windhamnh.gov,1,Windham,,New Hampshire,USA,Local,,,CISA
winslowaz.gov,1,Winslow,,Arizona,USA,Local,,,CISA
wisconsin.gov,1,,,Wisconsin,USA,State,,,CISA
wisconsinhistory.org,1,,,Wisconsin,USA,State,,,GSA
wlv.org,1,westlake village,,california,USA,Local,,,GSA
wolfeboronh.us,1,wolfeboro,,new hampshire,USA,Local,,,GSA
woodburn-or.gov,1,Woodburn,,Oregon,USA,Local,,,CISA
woodburymn.gov,1,Woodbury,,Minnesota,USA,Local,,,CISA
woodridgeil.gov,1,Woodridge,,Illinois,USA,Local,,,CISA
worcesterma.gov,0,Worcester,,Massachusetts,USA,Local,,,CISA
wpb.org,1,west palm beach,,florida,USA,Local,,,GSA
wrga.gov,1,Warner Robins,,Georgia,USA,Local,,,CISA
wspmn.gov,1,West Saint Paul,,Minnesota,USA,Local,,,CISA
wvlegislature.gov,0,,,West Virginia,USA,State,,,CISA
ww2.nycourts.gov,1,,,New York,USA,State,,,CISA
